posts_id,Body,tags,title
5397,"<p>I would like to  implement an online ordering system for restaurants.  I am starting to research this a bit, and wanted to throw it out here.</p>

<ol>
<li>Is there any open source projects already started out there I could work with and contribute to?</li>
<li>Would it be easier to just roll my own?
-If so, any suggestions on where to start?  ASP.NET, Ruby on Rails, PHP???</li>
<li>Payment processing?  I am pretty sure I would go through Google Checkout.  Any drawbacks to google checkout?</li>
</ol>

<p><hr /></p>

<p><strong>EDIT2</strong>- Looking around online I feel most commerce sites are geared towards product and shipping them.
 The few that are out there seem like it would be a chore to implement and high cost entry.  I may just have to look at developing something for now.  Any ideas/suggestions on where to start(Question #2 from above)???</p>

<p>@Balloon - I don't think SMS would be a solution for getting the orders in.  The restaurant doesn't have a cellphone dedicated for itself.  I was looking towards making a phone call when a recorded message that there were orders queued, until they were acknowledged from the restaurant online that they were being processed.</p>

<p><strong>EDIT</strong>-
<a href=""http://stackoverflow.com/questions/5397/implementing-online-ordering-for-a-small-cafe#5407"" rel=""nofollow"">superjoe30</a> gives a link to his online ordering system.  I took a quick look, and it looks great!   I want to clarify this is for a cafe, therefore the ordering must reach the cafe in almost real time.  Any delays in getting the order to the cooks, would slow things up, taking away the benefit of online ordering at a cafe.  </p>

<p>Any suggestions on getting the order to the cafe immediately after the payment is processed?  I think email would go unnoticed.  I believe there is a way in .NET to make a phone call to the cafe, that could alert them of an order and have them print it out.</p>
",<asp.net><web-applications><ecommerce>,"Implementing an online ordering system for a restaurant/cafe."
5415,"<p>I have a binary file that I have to parse and I'm using Python. Is there a way to take 4 bytes and convert it to a single precision floating point number?</p>",<python><floating-point>,"Convert Bytes to Floating Point Numbers in Python"
5419,"<p>When I try to print a Unicode string in a windows console, I get a ""UnicodeEncodeError: 'charmap' codec can't encode character ...."" error.  I assume this is because the Windows console does not accept Unicode-only characters.  What's the best way around this?  Is there any way I can make Python automatically print a ""?"" instead of failing in this situation?</p>

<p><strong>Edit:</strong>  I'm using Python 2.5.</p>",<python><unicode>,"Python, Unicode, and the Windows console"
5425,"<p>I have a page that is generated which inserts an HTML comment near the top of the page.  Inside the comment is a *nix-style command.</p>

<pre><code>&lt;!-- command --option value --option2 value2 --option3 --&gt;
</code></pre>

<p>This comment breaks the page completely.  What is wrong with the comment to cause this to happen, and why is this the case?</p>",<html><xml><comments><sgml>,"HTML comments break down"
5428,"<p>Is it worth learning the convention or is it a bane to readability and maintainability?</p>
",<conventions><hungarian-notation><self-documenting-code>,"Do people use the Hungarian Naming Conventions in the real world?"
5446,"<p>I've been asked to join in with a project and there is no actual leader (it's not a business setting), worse still there are about 8 members and because of this, there is no actual action plan. I'd volunteer myself as the leader or manager but I don't have the time or inclination to do so, should I just watch it struggle (and possibly never even take form) or is there something more constructive I can be doing?</p>",<projects><project-planning><teamwork><leader>,"A project with no leader"
5459,"<p>This is how I wanted to do it which would work in PHP 5.3.0+</p>

<pre><code>&lt;?php
    class MyClass
    {
        const CONSTANT = 'Const var';        
    }

    $classname = 'MyClass';
    echo $classname::CONSTANT; // As of PHP 5.3.0
?&gt;
</code></pre>

<p>But I'm restricted to using PHP 5.2.6. Can anyone think of a simple way to simulate this behaviour without instantiating the class?</p>",<php><oop>,"Accessing a CONST attribute of series of Classes"
5460,"<p>The company I work for is wanting to add blog functionality to our website and they were looking to spend an awful amount of money to have some crap being built on top of a CMS they purchased (sitecore).  I pointed them to Telligent's Community Server and  we had a sales like meeting today to get the Marketing folks on board. 
My question is if anyone has had issues working with Community Server, skinning it and extending it?<br>
I wanted to explain a bit why I am thinking Community Server, the company is wanting multiple blogs with multiple authors.  I want to be out of the admin part of this as much as possible and didn't think there were too many engines that having multiple blogs didn't mean db work.  I also like the other functionality that Community Server provides and think the company will find it useful, particularly the media section as right now we have some really shotty way of dealing with whitepapers and stuff.</p>

<p>edit: We are actually using the Sitecore blog module for a single blog on our intranet (which is actually what the CMS is serving).  Some reasoning for why I don't like it for our public site are they are on different servers, it doesn't support multiple authors, there is no built in syndication, it is a little flimsy feeling to me from looking at the source and I personally think the other features of Community Server make its price tag worth it.</p>

<p>another edit: Need to stick to .net software that run on sql server in my company's case, but I don't mind seeing recommendations for others.  ExpressionEngine looks promising, will try it out on my personal box.</p>",<community-server>,"Telligent's Community Server"
5473,"<p>Is it possible to undo the changes caused by the following:</p>

<pre><code>git reset --hard HEAD~1<br></code></pre>

<p>?</p>

<p>If so, how?</p>

<p>Thanks.</p>",<git><version-control>,"Undoing a git reset --hard HEAD~1"
5482,"<p>The ASP.NET AJAX ModalPopupExtender has OnCancelScript and OnOkScript properties, but it doesn't seem to have an OnShowScript property.  I'd like to specify a javascript function to run each time the popup is shown.</p>

<p>In past situations, I set the TargetControlID to a dummy control and provide my own control that first does some JS code and then uses the JS methods to show the popup.  But in this case, I am showing the popup from both client and server side code.</p>

<p>Anyone know of a way to do this?</p>
",<asp.net><javascript><asp.net-ajax>,"How to specify javascript to run when ModalPopupExtender is shown"
5494,"<p>I'm using IIS in Windows 2003 Server for a SharePoint intranet. External incoming requests will be using the host header <code>portal.mycompany.com</code> and be forced to use SSL.</p>

<p>I was wondering if there's a way to set up an alternate host header such as <code>&lt;http://internalportal/&gt;</code> which only accepts requests from the internal network, but doesn't force the users to use SSL.</p>

<p>Any recommendations for how to set this up?</p>
",<sharepoint><iis><moss><wss>,"Alternative Hostname for an IIS web site for internal access only"
5507,"<p>Does it make sense, having all of the C#-managed-bliss, to go back to Petzold's Programming Windows and try to produce code w/ pure WinAPI?</p>

<p>What can be learn from it? Isn't it just too outdated to be useful?</p>
",<windows><winapi>,"Does it still make sense to learn low level WinAPI programming?"
